url,title,price_usd,price_kgs,year,mileage_km,engine,transmission,city,image_url
https://mashina.kg/details/hyundai-sonata-69c0af4fd4b57052899881,Hyundai Sonata VIII (DN8),14400,1259280,2021,93597,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/d/2/2/d2235a57c93cb7a4d67142dd669b40bb_640x480.jpg
https://mashina.kg/details/toyota-highlander-69ba919db2da1529545478,Toyota Highlander IV (U70),28000,2448600,2022,95000,3.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/7/5/975f970423a0fb3631215ea2cc62288c_640x480.jpg
https://mashina.kg/details/bmw-x5-m-69df90083e9e9957731058,BMW X5 M III (F95),91000,7957950,2021,32500,4.4 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/0/8/3/08375d3b22f42c7cf6a0ae278b55f2c6_640x480.jpg
https://mashina.kg/details/bmw-x5-69442990c3742844298227,BMW X5 IV (G05/G18),72000,6296400,2021,47000,3.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/d/b/0/db08a60c620fcd372875dc67c400b903_640x480.jpg
https://mashina.kg/details/hyundai-sonata-69d36086ca9c9924463004,Hyundai Sonata VIII (DN8),12500,1093125,2019,171500,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/1/c/1/1c19c44ada92bdcdb879e37f74a28731_640x480.jpg
https://mashina.kg/details/subaru-ascent-69661d9d71ae1255951664,Subaru Ascent I,24000,2098800,2020,107000,2.4 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/f/4/b/f4b58d0af8466069ab4132ba08943921_640x480.jpg
https://mashina.kg/details/bmw-x5-m-69df9144a223e456506327,BMW X5 M III (F95),91000,7957950,2020,43000,4.4 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/4/8/9/489b3dc3ca4cb54610ae3ab2612b022b_640x480.jpg
https://mashina.kg/details/toyota-camry-69f2fdd6736d1574606287,Toyota Camry VIII (XV70) Рестайлинг,34000,2973300,2023,42000,2.5 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/f/3/d/f3de70fc121ee1d543203e4fefa93aff_640x480.jpg
https://mashina.kg/details/lexus-lx-69b03a8a50791642612740,Lexus LX III Рестайлинг 2,102000,8919900,2019,94000,5.7 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/9/5/9958353934e55a1e9de229ae0b8c9832_640x480.jpg
https://mashina.kg/details/hyundai-avante-6a068e3637ae1be576bc6b62,Продажа Hyundai Avante II Рестайлинг 1999,2400,209880,1999,292900,1.5 л.,механика,Кызыл-Кия,https://storage.mashina.kg/catalog/images/2026-05-15/10033385/106dd4d924070b9dd8f1fec662214bf2_medium.webp
https://mashina.kg/details/lexus-lx-69707661763f8369507376,Lexus LX III Рестайлинг 2,89500,7826775,2020,114000,5.7 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/5/a/9/5a9c1dc44338f3bd8ffb4b72b065eb5a_640x480.jpg
https://mashina.kg/details/toyota-windom-67f4bdfe7143c637974821,Toyota Windom III (XV30),12700,1110615,2003,111000,3.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/2/f/8/2f8f901445ff266fb8a8a9ec8dec8a4f_640x480.jpg
https://mashina.kg/details/kia-sportage-6a0049feec1a7695697541,Kia Sportage IV Рестайлинг,14500,1268025,2020,180000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/8/6/986bc75a3b064c4cd8986dc31b50ab7d_640x480.jpg
https://mashina.kg/details/land-rover-discovery-sport-69e09aad05d0a380838648,Land Rover Discovery Sport I,14000,1224300,2017,199000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/a/8/d/a8dd52219cef7218371fff3a085a760c_640x480.jpg
https://mashina.kg/details/toyota-sienna-69cd4487e5612411858168,Toyota Sienna III Рестайлинг 2,30000,2623500,2018,84000,3.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/7/4/97405da1b4ca55eedead54b0978acd63_640x480.jpg
https://mashina.kg/details/hyundai-sonata-69fc8d7c6bdd6598157915,Hyundai Sonata VII (LF) Рестайлинг,12600,1101870,2020,187000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/e/5/a/e5a53136dc194519e6d91678dc33b123_640x480.jpg
https://mashina.kg/details/bmw-x5-m-694cc434e9f71633830398,BMW X5 M III (F95),86000,7520700,2020,17000,4.4 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/b/7/3/b738a63c8789a853431077632c038937_640x480.jpg
https://mashina.kg/details/bmw-1-serii-69f9e90d8d340132185620,BMW 1 серии III (F40),31000,2710950,2021,41000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/2/9/6/2968ed3c63bd7df8e9df70d0d4baee97_640x480.jpg
https://mashina.kg/details/toyota-alphard-69e737b60a556196489706,Toyota Alphard III Рестайлинг,65000,5684250,2019,75000,3.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/a/6/0/a60bb3f4b062bf9cd67ec9f64cbc338e_640x480.jpg
https://mashina.kg/details/kia-k7-69da0c1508f0a590263515,Kia K7 YG (II) Рестайлинг,16500,1442925,2020,61300,2.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/0/2/1/0210366db36bd299ee5f695120245be4_640x480.jpg
https://mashina.kg/details/kia-k3-69fa154652224785534605,Kia K3 II,12600,1101870,2020,177000,1.6 л.,вариатор,Ош,https://im.mashina.kg/tachka/images/1/d/9/1d9d94d2f0f2f785fe96114085f90e5b_640x480.jpg
https://mashina.kg/details/toyota-land-cruiser-69edeff505fbd467879893,Toyota Land Cruiser 200 Series Рестайлинг 2,76500,6689925,2018,94000,4.6 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/d/e/a/dea79ff8427162a219a12b1d4853e35d_640x480.jpg
https://mashina.kg/details/lexus-nx-69d8f33d89a30731335679,Lexus NX I,23500,2055075,2017,70500,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/3/9/9/399ac65544dc0b0143f910a25065b912_640x480.jpg
https://mashina.kg/details/chevrolet-spark-69f8cfd112d7c781592160,Chevrolet Spark IV Рестайлинг,7776,680000,2020,114000,1.0 л.,вариатор,Ош,https://im.mashina.kg/tachka/images/5/0/4/5040f8e9cdc3e3bc693de231d8efa2e4_640x480.jpg
https://mashina.kg/details/lexus-es-6912f34927c77891061774,Lexus ES VII,33800,2955810,2020,139000,2.5 л.,вариатор,Ош,https://im.mashina.kg/tachka/images/e/6/9/e69da3c228bbaff601a3299aede98eb6_640x480.jpg
https://mashina.kg/details/mercedesbenz-gklass-amg-69ddae209025c710615977,Mercedes-Benz G-Класс AMG II (W465) Рестайлинг,270000,23611500,2025,500,4.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/7/f/97fd83b6f2fc6d5999882adfe3f441b1_640x480.jpg
https://mashina.kg/details/bmw-x7-69d4ccaeecb17294672032,BMW X7 I (G07) Рестайлинг,87000,7608150,2023,56000,3.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/a/7/9/a79bc33e5256dbb7ca05523137a30fe7_640x480.jpg
https://mashina.kg/details/toyota-land-cruiser-68de2a073b758731356111,Toyota Land Cruiser 200 Series Рестайлинг 1,49800,4355010,2012,113000,4.5 л.,механика,Бишкек,https://im.mashina.kg/tachka/images/4/9/0/49035971d5fb9923ee2923e622599a6d_640x480.jpg
https://mashina.kg/details/lexus-lx-69c13f8501ef6337228391,Lexus LX III Рестайлинг 2,108000,9444600,2021,110000,5.7 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/2/7/6/276534feffd79424f830721236b2097b_640x480.jpg
https://mashina.kg/details/kia-sportage-69dbee4fbddae917784203,Kia Sportage III Рестайлинг,11900,1040655,2014,112000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/0/d/a/0da4c45c270b172861e1d00e4beee816_640x480.jpg
https://mashina.kg/details/toyota-camry-692fe38d6a9c1100132271,Toyota Camry VIII (XV70),25500,2229975,2018,68000,2.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/6/a/96a8707278bc57ba06b321a29577603d_640x480.jpg
https://mashina.kg/details/lexus-nx-6944286153b41493782494,Lexus NX II,63000,5509350,2022,9000,2.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/e/6/f/e6f4de96f15c5a6afad4884fe650fb4f_640x480.jpg
https://mashina.kg/details/hyundai-avante-69df88df8fed3006407023,Hyundai Avante VI Рестайлинг,11500,1005675,2019,163000,1.6 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/f/e/7/fe729e686245354a315e69998b92793e_640x480.jpg
https://mashina.kg/details/toyota-fj-cruiser-69c4de2f722c3588184298,Toyota FJ Cruiser,34000,2973300,2014,137700,4.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/b/9/6/b967a86b9241b452c3b73f951ba50c8e_640x480.jpg
https://mashina.kg/details/kia-k8-69d4f3247cd2a056423704,Kia K8,18700,1635315,2022,188600,1.6 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/b/8/2/b824b3453302c2f4105019c52dbe76f5_640x480.jpg
https://mashina.kg/details/honda-accord-68f73d894f016983923696,Honda Accord X Рестайлинг,16500,1442925,2021,44417,2.0 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/d/8/e/d8ee39063d3bc8c2c4894d4ea542c49e_640x480.jpg
https://mashina.kg/details/gac-gs8-69a7ea0eddcbd966591982,GAC GS8 II,30300,2649735,2026,10,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/c/b/7/cb7fd71ec4ab3c8fd86e614831d9248b_640x480.jpg
https://mashina.kg/details/ssangyong-rexton-69da055ed36bc929933015,SsangYong Rexton IV,20500,1792725,2019,86000,2.2 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/0/6/9067bf92ee935e0126d8454805508b18_640x480.jpg
https://mashina.kg/details/bmw-x5-6a0581ec3de8274e8097ffc3,Продажа BMW X5 IV (G05/G18) 2019,40000,3498000,2019,159500,3.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-14/10032484/9fc8456e42911009070c0af910d98698_medium.webp
https://mashina.kg/details/nissan-navara-frontier-6a06b8c30cbd9c0485f58c81,Продажа Nissan Navara (Frontier) Nissan Navara (Frontier) IV (D23) 2024,38000,3323100,2024,800,2.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10033525/aaa8e94dce6c25c529ca13f81b68c98a_medium.webp
https://mashina.kg/details/bmw-5-serii-69ef88f3a4810879471791,BMW 5 серии IV (E39),3202,280000,1999,250000,2.5 л.,механика,Каракол,https://im.mashina.kg/tachka/images/f/5/3/f53cf699b8f9c062905994fef8ff0d20_640x480.jpg
https://mashina.kg/details/bmw-5-serii-6a06c9b6c8db43992d3e27db,Продажа BMW 5 серии VII (G30/G31) Рестайлинг 2021,32800,2868360,2021,105000,2.0 л.,-1,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10033621/77040af555c13382ccdd922b10c8711b_medium.webp
https://mashina.kg/details/lexus-lx-6a00438b919a3448484190,Lexus LX III Рестайлинг,42000,3672900,2012,205000,5.7 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/c/c/6/cc6dfb57b9fc51aa66ca265c7234f0b0_640x480.jpg
https://mashina.kg/details/hyundai-sonata-69d37e541f31f010650073,Hyundai Sonata VIII (DN8),12500,1093125,2020,177900,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/1/e/f/1efc91c3290a9ed53c74de0b1037e0fe_640x480.jpg
https://mashina.kg/details/chevrolet-malibu-69d515d0952a7763404287,Chevrolet Malibu IX Рестайлинг,10900,953205,2020,190000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/8/d/a/8da04739f80fbd6e327656a38a25cf30_640x480.jpg
https://mashina.kg/details/kia-k5-69cfbde9ecb0e026105564,Kia K5 III,17000,1486650,2022,172080,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/2/c/3/2c3aa303eb17681b6af6029420986cda_640x480.jpg
https://mashina.kg/details/daewoo-nexia-69db66ca0d7e3221061105,Daewoo Nexia I,1601,140000,2007,228036,1.5 л.,механика,Раззаков,https://im.mashina.kg/tachka/images/b/2/2/b2260d2baee059442d8f34aeeddc90d8_640x480.jpg
https://mashina.kg/details/hyundai-avante-6a0582dc37061ad36d7e79f8,Продажа Hyundai Avante VII 2021,12300,1075635,2021,99664,1.6 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-14/10032487/18023fd5bc5fd69a3025c79f84152378_medium.webp
https://mashina.kg/details/kia-k7-69b11ace56a7f241237111,Kia K7 YG (II) Рестайлинг,14900,1303005,2019,207000,2.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/b/e/f/bef6f16278a592fd305ba9fd91396b93_640x480.jpg
https://mashina.kg/details/hyundai-kona-69299e1c16f66591031404,Hyundai Kona I,11500,1005675,2018,175400,1.6 л.,робот,Бишкек,https://im.mashina.kg/tachka/images/7/c/7/7c7fa2274c968def64c1c982df3000d4_640x480.jpg
https://mashina.kg/details/hyundai-tucson-69b18831b614c209761360,Hyundai Tucson IV,17777,1554599,2021,180000,1.6 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/8/6/c/86c5395a915ce94e7e96e11e6645115e_640x480.jpg
https://mashina.kg/details/kia-k5-69b28d4f854cc577796253,Kia K5 III,14500,1268025,2019,147000,1.6 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/2/5/f/25fa7df38ff085f0c632b76e6eb83284_640x480.jpg
https://mashina.kg/details/kia-k8-69bfbe3643155324954817,Kia K8,18000,1574100,2021,175134,1.6 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/6/6/5/665a2f89557788ca2066cbed0f436c39_640x480.jpg
https://mashina.kg/details/kia-sportage-687a4ec171ced444440621,Kia Sportage IV Рестайлинг,16300,1425435,2020,154000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/d/e/5/de5c477c7f94c16adf50bb9be89966c9_640x480.jpg
https://mashina.kg/details/hyundai-santa-fe-69ca495d49d01284699455,Hyundai Santa Fe IV Рестайлинг,21200,1853940,2022,160000,1.6 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/b/f/6/bf618c472166804ed4b6be8d6a7a7c59_640x480.jpg
https://mashina.kg/details/toyota-camry-6a06e2a3ab3a3311ffc78266,Продажа Toyota Camry VIII (XV70) 2020,17500,1530375,2020,64000,2.5 л.,автомат,Кара-Балта,https://storage.mashina.kg/catalog/images/2026-05-15/10033771/552cf5f6ac89e47d7e3eed93af2bcfcf_medium.webp
https://mashina.kg/details/hyundai-kona-6925626ab429b828971134,Hyundai Kona I Рестайлинг,11999,1049313,2021,155000,1.6 л.,робот,Бишкек,https://im.mashina.kg/tachka/images/f/d/f/fdf534e1d45bda4b08b0bd75bac21825_640x480.jpg
https://mashina.kg/details/kia-sorento-69f749f1075ed907369111,Kia Sorento IV,19999,1748913,2022,116,1.6 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/5/9/2/592146c521e7a9d060ffcd1ae9acb411_640x480.jpg
https://mashina.kg/details/toyota-rav4-6a06e5d9afbcaed0bdb4af58,Продажа Toyota RAV4 V (XA50) 2022,25000,2186250,2022,80000,2.5 л.,автомат,Кара-Балта,https://storage.mashina.kg/catalog/images/2026-05-15/10033802/72cff0341f9019f2f1ee45ae8b3fa9b1_medium.webp
https://mashina.kg/details/ssangyong-rexton-sports-69ca47358900d024396396,SsangYong Rexton Sports I,17600,1539120,2020,19000,2.2 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/8/8/7/8870de748ea394c0578d86f827bfb4f3_640x480.jpg
https://mashina.kg/details/honda-crv-69f19d1d772ba399738756,Honda CR-V II Рестайлинг,11500,1005675,2005,200000,2.4 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/d/d/7/dd71bd3da3b9536469b080273d6d04e1_640x480.jpg
https://mashina.kg/details/toyota-prius-69e706b1d6e47053663766,Toyota Prius IV (XW50),16300,1425435,2017,112889,1.8 л.,вариатор,Ош,https://im.mashina.kg/tachka/images/3/c/2/3c2031f327df07af554db520996efd49_640x480.jpg
https://mashina.kg/details/lexus-ux-6a06e59fcff4ead6764c92f1,Продажа Lexus UX I 2021,20500,1792725,2021,115000,2.0 л.,вариатор,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10033800/ff8d0a083d1b0349e781ee8f478e9e06_medium.webp
https://mashina.kg/details/bmw-x7-69bc6a7bb6e91193437865,BMW X7 I (G07),61500,5378175,2021,81000,3.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/e/2/3/e23152659f95e71344376ec5ee353ebc_640x480.jpg
https://mashina.kg/details/daewoo-tico-69e763611fbf7429248235,Daewoo Tico,2161,189000,1997,237000,0.8 л.,автомат,Кадамжай,https://im.mashina.kg/tachka/images/1/7/1/171354bdd1ced9c21b885621e960d6c9_640x480.jpg
https://mashina.kg/details/mercedesbenz-eklass-6a00bfd4c4519153766236,"Mercedes-Benz E-Класс II (W210, S210) Рестайлинг",8805,770000,2002,249000,4.3 л.,автомат,Ош,https://im.mashina.kg/tachka/images/f/c/e/fcef417f64556527124bd6474428cd9e_640x480.jpg
https://mashina.kg/details/kia-sportage-69d364025eca0527025846,Kia Sportage IV Рестайлинг,16600,1451670,2018,112000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/0/7/d/07dc21481b1739b063502a96d5dd17c7_640x480.jpg
https://mashina.kg/details/hyundai-kona-6941851d93c75205818216,Hyundai Kona I,14000,1224300,2019,123000,1.6 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/c/a/f/cafe60555b768fd74872e740d672a4d6_640x480.jpg
https://mashina.kg/details/kia-sportage-68bc885603860819724884,Kia Sportage IV Рестайлинг,15200,1329240,2019,115000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/8/1/981e29b94a6c279fe7637415a69245e3_640x480.jpg
https://mashina.kg/details/kia-k5-68ade11ee5500344202267,Kia K5 II,16600,1451670,2019,105000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/f/6/9/f694307268803e54a94e36b2f36e5f8b_640x480.jpg
https://mashina.kg/details/kia-k5-69fc73127c9a9568562051,Kia K5 II,14500,1268025,2019,156000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/d/b/6/db647c6bdd2c60990ef59ef3eeb09d0b_640x480.jpg
https://mashina.kg/details/hyundai-sonata-6a005dc61ceb8816920838,Hyundai Sonata VII (LF) Рестайлинг,11000,961950,2020,148000,2.0 л.,автомат,Кызыл-Кия,https://im.mashina.kg/tachka/images/7/1/2/712dfab586ce8846e0d7c89f3af75983_640x480.jpg
https://mashina.kg/details/toyota-camry-6a0562e24593a408ac99e1ed,Продажа Toyota Camry IX (XV80) 2025,47500,4153875,2025,18000,2.5 л.,вариатор,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-14/10032319/20214ce9938a0ebf15186a0efa8b0164_medium.webp
https://mashina.kg/details/lexus-es-69edadf9bddf3728015022,Lexus ES VII,26000,2273700,2019,109000,2.5 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/f/8/7/f871fe300a308653f7e10570070f11b4_640x480.jpg
https://mashina.kg/details/chevrolet-spark-6a004ec9dc158533106831,Chevrolet Spark IV Рестайлинг,7300,638385,2019,101000,1.0 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/6/1/2/6124730fb816528d807c80d84b07c0e2_640x480.jpg
https://mashina.kg/details/lexus-lx-6a0050cb9ea7c688518423,Lexus LX III Рестайлинг,62000,5421900,2015,163000,5.7 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/8/b/b/8bb5a6203fb4e40d9e486fa6e67e9ebb_640x480.jpg
https://mashina.kg/details/mazda-cx5-69d4a9368803d042239618,Mazda CX-5 II Рестайлинг,32500,2842125,2026,30,2.0 л.,механика,Бишкек,https://im.mashina.kg/tachka/images/a/b/9/ab9a2810226b8e624c33a434a140df1b_640x480.jpg
https://mashina.kg/details/bmw-5-serii-6a05a8069878d4a3c641e1db,Продажа BMW 5 серии VII (G30/G31) 2019,23300,2037585,2019,185431,2.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10032657/cc5f60d10d62b0901d9b6ca024088261_medium.webp
https://mashina.kg/details/mazda-cx5-69d4a9f8ef5d2529188630,Mazda CX-5 II Рестайлинг,32500,2842125,2026,30,2.0 л.,механика,Бишкек,https://im.mashina.kg/tachka/images/4/b/0/4b00d3a81d83a755e1aaeab802937917_640x480.jpg
https://mashina.kg/details/hyundai-sonata-6a06e46dd6506d828a57d4cd,Продажа Hyundai Sonata VII (LF) Рестайлинг 2019,12000,1049400,2019,456000,2.0 л.,автомат,Манас (Джалал-Абад),https://storage.mashina.kg/catalog/images/2026-05-15/10033791/5ac805facdc1cb29999335051b7dba6d_medium.webp
https://mashina.kg/details/subaru-ascent-693d73062ab96965065347,Subaru Ascent I Рестайлинг,31000,2710950,2023,41000,2.4 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/c/6/0/c60765159da0cd0c958fd69549aab072_640x480.jpg
https://mashina.kg/details/mazda-cx5-69d4ae500e041445661066,Mazda CX-5 II Рестайлинг,20000,1749000,2026,30,2.0 л.,механика,Китай,https://im.mashina.kg/tachka/images/b/6/3/b630fb73722eaf2f0401a60be97253d4_640x480.jpg
https://mashina.kg/details/mazda-cx5-698703ef9f921087171329,Mazda CX-5 II Рестайлинг,32500,2842125,2026,30,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/3/2/6/32676e4852231a8a755a1c64ea47bdcc_640x480.jpg
https://mashina.kg/details/mazda-cx5-69d4af0d77e46291839357,Mazda CX-5 II Рестайлинг,19500,1705275,2026,30,2.0 л.,механика,Китай,https://im.mashina.kg/tachka/images/3/3/9/33990e8fbf76e07c36b0ccd625da0a15_640x480.jpg
https://mashina.kg/details/toyota-yaris-69b79419b806e047288181,Toyota Yaris III Рестайлинг,10700,935715,2017,207605,1.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/f/9/3/f935462bf245a049602c86d4d91696c3_640x480.jpg
https://mashina.kg/details/chevrolet-cruze-67777fb163ac4217784175,Chevrolet Cruze II,9100,795795,2018,104000,1.4 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/a/2/9a2b707852f914b76770904d31eafe0f_640x480.jpg
https://mashina.kg/details/honda-accord-69e4dc4d08819439745169,Honda Accord IX Рестайлинг,9400,822030,2016,273588,2.4 л.,вариатор,Ош,https://im.mashina.kg/tachka/images/d/0/2/d02ba68a6c5d29c8f728a73be79a6509_640x480.jpg
https://mashina.kg/details/ssangyong-rexton-6a003d7e2dd84677089272,SsangYong Rexton IV Рестайлинг,22000,1923900,2021,174000,2.2 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/0/8/4/084dcb13be5f1201c897d6915f3a2619_640x480.jpg
https://mashina.kg/details/ssangyong-rexton-69ee6af7bf915305869137,SsangYong Rexton IV,16500,1442925,2019,174000,2.2 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/3/6/a/36a40361697206398b73a18d693806a2_640x480.jpg
https://mashina.kg/details/chevrolet-spark-69b053207ef8e564171887,Chevrolet Spark IV Рестайлинг,7700,673365,2020,156000,1.0 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/3/f/2/3f2c95c6f2b1d362720f6a760d55ce6e_640x480.jpg
https://mashina.kg/details/hyundai-grandeur-6a03edaa2f74a18be7f8cfda,Продажа Hyundai Grandeur VI Рестайлинг 2020,13900,1215555,2020,182000,3.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-13/10030734/46289d4db0bf7616099c675d6de7e090_medium.webp
https://mashina.kg/details/kia-k3-6a06955abda3e4f0ad8ca896,Продажа Kia K3 II 2019,11900,1040655,2019,115000,1.6 л.,вариатор,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10033407/8fc647d2a696d1e3d7cd717a79be332f_medium.webp
https://mashina.kg/details/hyundai-grandeur-6a017785862cd361806868,Hyundai Grandeur VI Рестайлинг,13500,1180575,2020,218000,3.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/8/7/6/876dc3ce6eea8db201b79751d4df5a5a_640x480.jpg
https://mashina.kg/details/hyundai-sonata-6a05c20184b94b5d4d1f63ad,Продажа Hyundai Sonata VII (LF) Рестайлинг 2019,11900,1040655,2019,390000,2.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10032739/3a6ae1009b478f66d4a433e941830ff1_medium.webp
https://mashina.kg/details/toyota-rav4-68c52683e2c2f374612054,Toyota RAV4 I (XA10),5500,480975,1996,240000,2.0 л.,механика,с. Маевка,https://im.mashina.kg/tachka/images/4/f/0/4f09e6db92f212af2bbfd16fa8b15d4b_640x480.jpg
https://mashina.kg/details/kia-sorento-69fb4ead4af14918710311,Kia Sorento III Prime Рестайлинг,15600,1364220,2019,200000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/2/4/9249051c339f65755630f3d36a68d78f_640x480.jpg
https://mashina.kg/details/bmw-x5-6a0557cff74892b3ec5f7c7b,Продажа BMW X5 IV (G05/G18) 2020,38000,3323100,2020,82300,3.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-14/10032276/a3a63fd8796dfb592ad9fb0991d545e8_medium.webp
https://mashina.kg/details/hyundai-avante-69f474b9b5500301947308,Hyundai Avante VI Рестайлинг,11400,996930,2020,137500,1.6 л.,вариатор,Ош,https://im.mashina.kg/tachka/images/b/2/c/b2c7ca7ae193c716b6f0e5537be25f67_640x480.jpg
https://mashina.kg/details/jeep-wrangler-6a06ba3a40321d6a997a9f24,Продажа Jeep Wrangler IV (JL) Рестайлинг 2025,88000,7695600,2025,1,3.6 л.,механика,Китай,https://storage.mashina.kg/catalog/images/2026-05-15/10033532/4600888756f2254cc910f8ddc8ba11ce_medium.webp
